id,title,author,url,summary,quote,slug
50,How to Be More Agentic,Cate Hall,https://every.to/p/how-to-be-more-agentic-5546023c-3569-431e-84bb-a41b510c8a32,"A deep dive into mastering personal agency - the power to make things happen. Cate Hall, a former Supreme Court advocate and world's top female poker player, shares how she transformed from a corporate lawyer into a multi-domain achiever. Her practical approach focuses on courting rejection, seeking real feedback, and leveraging the uncomfortable ""moat of low status"" that comes with learning new skills.","Agency is the skill that has built the world around you, an all-purpose life intensifier that lets you make your corner of it more like what you want it to be.",how-to-be-more-agentic
51,How Did We Get So Dumb?,Amy Roberts,https://becomingskookum.substack.com/p/how-did-we-get-so-dumb,"A sobering look at how technology has rewired our brains and behavior over two decades. Amy Roberts explores how smartphones and constant connectivity have eroded our ability to memorize, focus, and maintain genuine human connections. From shrinking attention spans to algorithm-driven thinking, she reveals how we've transformed from independent thinkers into screen-dependent consumers, ultimately calling for a return to real-world experiences and deeper connections.","We are the proverbial fish, oblivious to the water we swim in.",how-did-we-get-so-dumb
52,"Guys, What If Peak TV Broke Our World?",Cole Haddon,https://colehaddon.substack.com/p/guys-i-think-peak-tv-helped-break,A thought-provoking exploration of how the explosive growth in TV production has fractured our shared cultural experience. Cole Haddon reveals how we've moved from an era where shows like Friends united viewers in communal conversation to today's overwhelming content landscape that contributes to social isolation and rising mental health issues. His personal journey of finally watching Friends highlights what we've lost in the age of peak TV: the comfort of shared storytelling.,"We're all watching something, but we're not watching any of it together anymore.",guys-what-if-peak-tv-broke-our-world
53,"collecting memories, not milestones",Marco Marquez,https://yourfriendlyobsession.substack.com/p/collecting-memories-not-milestones,"A refreshing perspective on breaking free from society's checklist mentality emerges through personal revelation. Marco Marquez challenges our obsession with life's big milestones, instead championing the power of small, meaningful moments - from extended hugs to early morning dog walks. His insight reframes success from a collection of achievements to a tapestry of everyday experiences that truly illuminate our journey.","Life isn't about being Thanos, collecting milestones like infinity stones.",collecting-memories-not-milestones
54,The seven most overrated films of the 2020s (so far),Tom Barrie,https://thomasbarrie.substack.com/p/the-seven-most-overrated-films-of,"From Barbie's corporate feminism to Poor Things' empty theatrics, Tom Barrie dissects the decade's most overhyped films. Through sharp cultural analysis, he challenges the acclaim surrounding movies like Everything Everywhere All at Once and Don't Worry Darling, offering alternative viewing suggestions that better deserve the praise these films received.","Some subconscious thoughts should stay there – beyond consciousness, where what you can't see or name can't hurt you.",the-seven-most-overrated-films-of-the-2020s-so-far
55,Ikigai Ruined My Life,Dave Kang,https://davekang.substack.com/p/ikigai-ruined-my-life,"A revelatory critique of the popular Ikigai Venn diagram exposes its misleading origins and constrained approach to life purpose. Dave Kang discovers that the authentic Japanese concept offers more flexible principles for finding meaning, leading him to develop Octogai - a framework that liberates generalists from the pressure of finding a single life purpose. His reimagining transforms a restrictive model into an expansive tool for personal fulfillment.","Like an Octopus forced to live with 7 tentacles tied behind its back, you are artificially constraining your life.",ikigai-ruined-my-life
56,Nobody Commented on My Posts. Until I Learned to Ask the Right Questions.,Ana Calin,https://howwegrowtoday.substack.com/p/nobody-commented-on-my-posts-until,"Starting with crickets and polite shrugs, a journey into meaningful reader engagement unfolds. Ana Calin shares practical strategies that transformed her silent Substack posts into vibrant conversations. Her key insights, from crafting questions that invite personal stories to building community rituals, reveal how intentional engagement turns passive readers into active superfans.",Engagement is something you create. It's the secret sauce that turns passive readers into loyal subscribers and loyal subscribers into superfans who share your work like it's gospel.,nobody-commented-on-my-posts-until-i-learned-to-ask-the-right-questions
57,The Internet Is Unusable,Stephen Moore,https://www.trend-mill.com/p/the-internet-is-unusable,"A scathing exploration of how advertising has transformed the Internet from an information utility into a digital wasteland. Stephen Moore reveals how websites have devolved from spaces of creative design into ad-delivery machines, with full-screen pop-ups, inescapable videos, and manipulative confirmshaming tactics. Even paid subscriptions now come with ads, leaving users trapped in an increasingly hostile online environment.","In pursuit of marketing dollars, increasing stock prices and filling shareholder wallets, it's been broken beyond repair.",the-internet-is-unusable
58,Are Social Media Platforms the Next Dying Malls?,Ted Gioia,https://www.honest-broker.com/p/are-social-media-platforms-the-next,"A personal reflection on the parallels between dying shopping malls and today's social media platforms sparks a larger warning about artificial communities. Ted Gioia draws from his teenage experience helping build a now-defunct mall in his hometown to illustrate how digital platforms mirror malls' fatal flaws: oversaturation, toxic behavior, and profit-driven manipulation that ultimately destroys genuine connection.",You can't build a business on the loyalty of addicts.,are-social-media-platforms-the-next-dying-malls
59,How To Exploit The Four Pillars of Modern Leverage,Michael Lim,https://michaellim.substack.com/p/how-to-exploit-the-four-pillars-of,"A powerful breakdown of how modern leverage can create exponential growth in the digital age. Michael Lim unpacks four key leverage types - Network, Proximity, Utilization, and Arbitrage - drawing from his experience building an online audience of 90,000+ followers and generating consistent five-figure monthly income. Unlike traditional forms of leverage that required wealth or status, these modern pillars are accessible to anyone with an internet connection.",The world runs on leverage. Exploit it or be exploited by it.,how-to-exploit-the-four-pillars-of-modern-leverage-to-get-everything-you-want-in-2025
60,How artists make (or beg for) money,Alex Dobrenko,https://sublimeinternet.substack.com/p/how-artists-make-or-beg-for-money,"A fascinating glimpse into the financial struggles of creative genius through the lens of French poet Baudelaire. Alex Dobrenko and Mason Currey explore how the legendary writer burned through his inheritance, fought with his mother over money, and desperately schemed to maintain his artistic lifestyle while dodging creditors. The conversation reveals the deeply human side of a literary icon who refused to compromise his art for financial stability.","Art is fiction, but this is like, no, you gotta pay your rent.",how-artists-make-or-beg-for-money
61,"Before you plan next year, do this one thing",Lizzie Mulherin,https://createyourliving.substack.com/p/before-you-plan-next-year-do-this,"In a world obsessed with forward momentum, the key to meaningful progress might lie in looking backward first. Lizzie Mulherin challenges the rush toward new year planning, suggesting that intentional reflection reveals our true growth, hidden lessons, and unexpected wins. Through her own journey, she discovered that progress isn't linear, rest fuels creativity, and self-doubt often signals exciting new territory.","Self-doubt is a clue, not a stop sign.",before-you-plan-next-year-do-this-one-thing
62,Sleep Deprived,Jamal Robinson,https://jamalrobinson.substack.com/p/056,"A personal exploration of the struggle between productivity and genuine rest strikes a universal chord. Jamal Robinson discovers through his late-night battles with poor sleep habits that true rest isn't found in mindless TV consumption, but in the deliberate act of stepping away from the doing mindset. His journey reveals how protecting our downtime requires active resistance against society's endless push for busyness.",Rest is not something that the world gives us - it's never been a gift.,sleep-deprived
63,TikTok is done for,Taylor Lorenz,https://www.usermag.co/p/tiktok-is-done-for,"A sweeping analysis of digital culture reveals TikTok's imminent ban and its broader implications for free speech. Taylor Lorenz explores various tech controversies, from New Jersey's drone hysteria to the Sydney Sweeney social media backlash, painting a picture of how disconnected online discourse has become from reality. The piece weaves through viral moments, platform changes, and cultural shifts that define our current internet landscape.","These men have spent so much time consuming hyper-edited content, porn, and glamorized images of women, that they have forgotten what an actual flesh and blood woman looks like.",tiktok-is-done-for
64,The No-fluff Guide to AI Agents,Michael Taylor,https://every.to/also-true-for-humans/the-no-fluff-guide-to-ai-agents,A powerful analogy about calculators in school opens this exploration of how AI agents are set to transform workplace automation. Michael Taylor draws from his experience as a prompt engineer and former marketing agency owner to show how AI tools face similar challenges to human workers. He predicts that AI agents capable of navigating human interfaces could soon replace manual data entry and other routine tasks.,"I'm not naturally gifted at doing multiplication in my head, but armed with a calculator app on my phone, I can be faster and more accurate than someone who doesn't have a calculator.",the-nofluff-guide-to-ai-agents
65,How we'll know if Trump is going to sell America out to China,Noah Smith,https://www.noahpinion.blog/p/how-well-know-if-trump-is-going-to,"A detailed analysis of how Trump's potential handling of semiconductor export controls could signal America's stance against Chinese power. Noah Smith argues that while Trump's tariff threats grab headlines, the real test will be whether he maintains Biden's chip export restrictions. These controls have effectively slowed China's semiconductor advancement and preserved America's technological edge.","Just as only Nixon could go to China in the 1970s, we might find that only Trump could sell us out to China in the 2020s.",how-well-know-if-trump-is-going-to-sell-america-out-to-china
66,How two brothers built Buy Me a Coffee to empower over 1 million creators worldwide,Gracie Van,https://whatastartup.substack.com/p/how-two-brothers-built-buy-me-a-coffee-to-empower-over-1-million-creators-worldwide,"A simple idea to help content creators earn money transformed into a global platform supporting over a million creators worldwide. Two brothers from Kerala, India, turned their frustration with inconsistent blogging income into Buy Me a Coffee - a platform where fans can easily tip creators without commitments. Gracie Van details how Joseph and Jijo Sunny bootstrapped their way from a $1,600 domain purchase to a $4.9M annual revenue business, proving that solving real problems beats fancy connections.","Buy Me a Coffee proves that great ideas don't require big budgets or fancy connections—just a clear vision, simplicity, and focus on solving real problems.",how-two-brothers-built-buy-me-a-coffee-to-empower-over-1-million-creators-worldwide
67,"Netflix's withdrawal symptoms, and Africa's $10 billion gaming industry",Oritsejolomi Otomewo,https://www.readcommunique.com/p/netflix-nigeria-africa-gaming-industry,"A seismic shift is occurring in Africa's media landscape as Netflix scales back its Nigerian originals amid global content reduction. Oritsejolomi Otomewo explores how the streaming giant's pivot coincides with Africa's gaming industry preparing for explosive growth from $2.16 billion to $10.81 billion by 2033. The analysis reveals how mobile gaming dominates the continent's market, with 200 million gamers and innovative local studios creating culturally relevant content.","Mobile gaming dominates the African market, accounting for 60% of all gaming activity.",netflixs-withdrawal-symptoms-and-africas-10-billion-gaming-industry
68,How to Become a Paid Writer in 2025,Khadejah J,https://storycraft855.substack.com/p/how-to-become-a-paid-writer-in-2025,"A candid look at the path to profitable writing in the digital age. Khadejah J shares her journey from twice-quitting writer to earning $3k+ monthly through consistent publishing, strategic topic selection, and persuasive writing techniques. Her practical approach emphasizes daily writing habits, the 70/20/10 content rule, and emotional connection over perfect grammar to build a sustainable writing career.","Writing, especially online writing, is subjective.",how-to-become-a-paid-writer-in-2025
69,What Is Sora For?,Alex Kantrowitz,https://www.bigtechnology.com/p/what-is-sora-for,"OpenAI's latest video generator creates stunning clips of pandas on subways and winking statues, but struggles to find its purpose. Alex Kantrowitz explores how Sora, while technically impressive, exists in a peculiar space - too low-quality for professional production yet too complex for casual users. The technology points toward AI's growing understanding of physical reality, potentially laying groundwork for robotics and real-world interactions.","AI video will certainly improve, but Sora and its counterparts seem high on cool factor and low on utility, at least for now.",what-is-sora-for
70,What data rights are for (#2),Mahdi Assan,https://www.thecybersolicitor.com/p/what-data-rights-are-for-2,"A deep dive into how Facebook's key features shaped its surveillance capitalism model. Through detailed analysis of the News Feed, targeted advertising, and Like button implementations, Mahdi Assan reveals how these systems work together to maximize data collection while minimizing privacy protections. The author demonstrates how this creates a self-reinforcing cycle that prioritizes engagement and revenue over user wellbeing.",Do not give your data to entities that are not incentivised to use it in your best interests.,what-data-rights-are-for-2
71,Writers on Writers- Lisa Colón Delay,Robert the contemplative,https://musingsfromabrokenheart.substack.com/p/writers-on-writers-lisa-colon-delay,"A heartfelt exploration of writing, spirituality, and cultural heritage through the lens of an interview. Lisa Colón Delay shares her journey from childhood poetry to her current work on Desert Spirituality, revealing how her Puerto Rican roots and commitment to amplifying marginalized voices shape her creative process. Her writing focuses on overlooked historical figures and communities while drawing inspiration from resilient underdogs who maintain hope despite adversity.","What keeps me writing is also what keeps me creating: My curiosity, my desire to learn, grow, heal, and meaningfully connect with others, the Divine, and myself.",writers-on-writers-lisa-colon-delay
72,How to Monetize Your Mind,Ayodeji,https://dontstarve.substack.com/p/how-to-monetize-your-mind,"A comprehensive blueprint for turning skills and knowledge into a six-figure business within one year. Ayodeji breaks down the essential elements of successful entrepreneurship: the Profit Trifecta of enjoyable skills, audience attention, and viable marketplace. He emphasizes the importance of niching down, whether through coaching or done-for-you services, and introduces the intense Nightmare Protocol for rapid skill development.","Business isn't easy. But it's not complicated. The steps required are simple, but the execution is tough.",how-to-monetize-your-mind
73,Great Campaigns Start With Great Copy,Rachel Karten,https://www.milkkarten.net/p/great-campaigns-start-with-great,"A deep dive into the art of campaign validation through thoughtful copywriting. Rachel Karten reveals how starting with a clear thesis and compelling words can make or break marketing campaigns. Through expert insights from brands like Merit and creative leaders at FONZIE, she demonstrates how good copy acts as a lie detector test for campaign ideas, helping marketers avoid common pitfalls and create authentic connections.","Writing with 'gravitas' can cause your head to turn upward. Start with something true, let the truth resonate, then move in the direction of what you want to see in the world.",great-campaigns-start-with-great-copy
74,"The State of Design, In Four Parts",Bobby Aaron Solomon,https://thefoxisblack.substack.com/p/the-state-of-design-in-four-parts,"A scathing critique of recent developments in mainstream design unfolds through four major events. Bobby Solomon examines Pentagram's controversial use of AI for government icons, Jaguar's impractical concept car, Pantone's uninspired color of the year, and Spotify Wrapped's hollow design. His analysis reveals how corporate decisions and AI adoption are reshaping creative industries, often at the expense of human artistry.","AI is inevitable because it's cheap and easy, but there is a bifurcation occurring made up of those who appreciate people for their skills, and those who comprise the Idiocracy.",the-state-of-design-in-four-parts
75,Why Are Huge Tech Companies Getting Into the Book Business?,Ted Gioia,https://www.honest-broker.com/p/why-are-huge-tech-companies-getting,"A seismic shift is occurring in the publishing world as tech giants Microsoft and TikTok quietly launch book publishing ventures. Ted Gioia reveals how these moves, coupled with massive AI investments, signal a concerning pattern similar to what's happening in the music industry, where AI-generated content threatens to slash creator revenues. This shift marks phase three of the AI revolution: open warfare between tech companies and content creators, with transparency becoming a critical battleground.",The gaslighting is over—you can't fool musicians anymore. They now fully grasp the AI business model—which is to destroy their livelihood and replace human music with bot slop.,why-are-huge-tech-companies-getting-into-the-book-business
76,When Convenience Kills,Madison Huizinga,https://madisonhuizinga.substack.com/p/when-convenience-kills,"A thought-provoking exploration of how Trader Joe's embodies America's obsession with convenience through its ready-made meals and trendy food items. Madison Huizinga examines how the store's business model, while solving immediate needs, ultimately disconnects us from the sensory pleasures and essential human experiences of cooking, reflecting broader cultural shifts in our relationship with food preparation.","If we become so reliant on convenience, we'll lose the rewards found in doing hard things - from trying, failing, trying again, and perhaps again.",when-convenience-kills
77,What the humans like is responsiveness,Sasha Chapin,https://sashachapin.substack.com/p/what-the-humans-like-is-responsiveness,"A viral TikTok of a woman ordering food reveals a fundamental truth about human nature: we crave responsive interactions. Sasha Chapin explores how this quality - the ability to react genuinely and energetically to others - creates magnetic personalities and drives success stories like CD Baby's famous confirmation email. Beyond social charm, responsiveness emerges as a core human need, its absence potentially leading to burnout, gaming addiction, and social unrest.",Life is good if it squishes nicely when you poke it.,what-the-humans-like-is-responsiveness
78,The Case for Nonlinear Goal Setting,Anne-Laure Le Cunff,https://nesslabs.com/nonlinear-goal-setting,"A fresh look at how traditional goal-setting methods may be holding us back, using Spotify's evolution from music streaming upstart to global powerhouse as a compelling example. Drawing from neuroscience and psychology research, the author explores why linear goals can trigger fear, stress, and reduced creativity in our VUCA world. They propose a more flexible, experiment-based approach that aligns better with how our brains actually process growth and rewards.","Nature rarely moves in straight lines, and neither does our personal and professional development.",rethinking-goals-the-science-of-nonlinear-goal-setting
79,Where Geniuses Hide Today,Tomas Pueyo,https://unchartedterritories.tomaspueyo.com/p/where-geniuses-hide-today,"Modern geniuses aren't missing - they're just working in new fields where innovation is still possible. Tomas Pueyo reveals how groundbreaking creators naturally gravitate toward unexplored territories like AI, digital media, and emerging technologies. Rather than trying to revolutionize centuries-old domains like painting or literature, today's brilliant minds are pioneering new frontiers in areas like Christopher Nolan's non-linear storytelling or Sam Altman's AI breakthroughs.","We wanted flying cars, instead we got 140 characters.",where-geniuses-hide-today
80,VibeCheck: OpenAI's Sora,Aleena Vigoda,https://every.to/context-window/vibe-check-openai-s-sora,"OpenAI's text-to-video model Sora finally launches with an unexpected twist - it's a full video editing platform rather than just an API. Aleena Vigoda explores how the new Sora Turbo offers creative tools like Remix, Re-cut, and Blend, competing directly with traditional editing software. While excelling at abstract animations, the model still struggles with physics and human movements, suggesting its immediate impact may be strongest in commercial advertising and micro-game development.","If the creator economy democratized distribution, then the allocation economy is democratizing content production.",vibe-check-openais-sora
81,The new rules of media,One Thing,https://onethingnewsletter.substack.com/p/the-new-rules-of-media,"A sharp dissection of digital media's evolving landscape reveals 20 essential principles for modern success. Kyle Chayka, along with media experts Delia Cai, David Cho, and Nick Quah, explores how personality cults, multi-platform presence, and parasocial relationships now drive audience engagement. Their analysis shows how traditional metrics have given way to direct audience relationships and the rising importance of being camera-ready in an increasingly video-first world.","Everything is a personality cult, and maybe just a cult. You have to cultivate your own, no matter how small.",the-new-rules-of-media
82,I Gave Up on Goals. Here's How I Still Move Forward,Alberto Cabas Vidani,https://theunstoppablecreator.substack.com/p/adaptable-goal-setting-for-content-creators-and-solopreneurs,"Traditional goal-setting falls short in our unpredictable world of content creation and entrepreneurship. Alberto Cabas Vidani reveals how embracing broad ambitions over specific targets led to better outcomes. Through personal setbacks with photography blogs, podcasting ventures, and pandemic disruptions, he discovered that adaptability and constant experimentation trump rigid planning. His approach focuses on setting directional aims while staying flexible enough to pivot when opportunities arise.",But enterprenurship taught me to relinquish control and embrace serendipity.,i-gave-up-on-goals-heres-how-i-still-move-forward
83,Beach Person,Frank Shyong,https://frankbear.substack.com/p/beach-person,"A candid exploration of identity transformation in the digital age begins with the author's decision to reinvent himself as a beach person after a trip to Hawaii. Frank Shyong reveals how modern identity-crafting has become a consumer-driven performance, from buying boogie boards to curating social media presence. His journey exposes broader truths about how technology and capitalism have transformed self-identity into something increasingly purchasable yet potentially hollow.",I think the self seems to be losing meaning as a concept overall. Our social technology offers this infinite ability to try on new selves.,beach-person
84,Why Great Ideas Get Watered Down (and How to Stop It),Rohan Dehal,https://www.productartistry.com/p/why-great-ideas-get-watered-down,"Most products fail not from poor execution, but from playing it too safe at the start. Rohan Dehal challenges the conventional wisdom of conservative MVPs, arguing that diluting bold ideas actually increases the risk of building something irrelevant. Through a practical framework, he demonstrates how focusing on a sacred hypothesis and embracing polarizing responses leads to more meaningful product experiments.",Early adopters don't want a watered-down version of what already exists—they want a glimpse of what could be.,why-great-ideas-get-watered-down-and-how-to-stop-it
85,on social media etiquette,Inigo Laguda,https://www.bedroomcinemaclub.com/p/on-social-media-etiquette,"A viral tweet ignites a deeper exploration of digital content ownership and attribution ethics in our social media age. Inigo Laguda examines how his own writing, stripped of context and credit, spreads across platforms like wildfire. Through personal experiences and cultural analysis, he reveals how our convenience-driven sharing habits often prioritize consumption over respect for creators.","I cannot stress this enough, I am writing to be a writer. I’m not doing this for bants. I do not romanticise being a struggling artist whose genius is only recognised post-mortem.",on-social-media-etiquette
86,"Human Intelligence, Inc.",Jurgen Gravestein,https://jurgengravestein.substack.com/p/human-intelligence-inc,"From ChatGPT to DALL-E, AI systems appear to showcase remarkable intelligence. Jurgen Gravestein peels back the curtain to reveal how these technologies are actually remixes of human knowledge, built from scraped data and hidden human labor. He argues that our awe should be directed not at the AI companies, but at the generations of human minds whose work powers these systems.","Artificial intelligence is human intelligence, remixed.",human-intelligence-inc
87,All behavior makes sense with sufficient information,Adam Singer,https://www.hottakes.space/p/all-behavior-makes-sense-with-sufficient,"Human behavior might seem irrational at first glance, but logic emerges once we understand the hidden variables. Adam Singer explores how ghosting friends, questionable financial choices, and workplace dynamics all stem from invisible scripts shaped by personal experiences, fears, and survival instincts. Using poker as a compelling metaphor, he demonstrates how actions that appear foolish often carry deep strategic significance.",People aren't dumb. The world is hard.,all-behavior-makes-sense-with-sufficient-information
88,a one word difference,Grace | Kizuna,https://kizunanyc.substack.com/p/a-one-word-difference,"Through a powerful lens of post-election reflection, Grace explores the profound impact of choosing to fight 'for' rather than 'against.' She addresses fears within marginalized communities while offering a stirring message of hope to Gen Z, who have inherited unprecedented global challenges yet possess remarkable awareness of humanity's interconnectedness.","Strength lies in the choice to still believe in beauty, joy, hope, and love in spite of those horrors.",a-one-word-difference
89,Hubris & Humility,Garrett Kincaid,https://garrettkincaid.substack.com/p/hubris-and-humility,"A freshly graduated college student embarks on a backpacking journey through Iceland, convinced he has everything figured out. Garrett Kincaid's overconfidence quickly dissolves when he faces basic survival challenges, from ill-fitting gear to the fundamental question of how to relieve himself in the wilderness. Through a chance encounter with an experienced guide and a transformative moment in the highlands, he discovers that true freedom comes from embracing our human limitations.","There's nothing more humbling than not knowing how to shit, and there are few things more euphoric than shitting on the Moon.",hubris-humility
90,Why the deep learning boom caught almost everyone by surprise,Michael Spencer,https://www.ai-supremacy.com/p/why-the-deep-learning-boom-caught,"A fascinating journey through AI history reveals how three visionaries defied skepticism to spark the deep learning revolution. While experts dismissed neural networks, Fei-Fei Li built ImageNet, an unprecedented image dataset, Geoffrey Hinton persisted with neural network research for decades, and Jensen Huang adapted GPUs for non-gaming applications. Timothy Lee chronicles how their convergent innovations in 2012 transformed modern AI, despite widespread doubt from their peers.","Pre-ImageNet, people did not believe in data. Everyone was working on completely different paradigms in AI with a tiny bit of data.",why-the-deep-learning-boom-caught-almost-everyone-by-surprise
91,The Religion of Ramp,Evan Armstrong,https://every.to/napkin-math/the-religion-of-ramp,"A fintech startup defies Silicon Valley norms by building a $7.6 billion company around a simple mission: helping businesses save time and money. Evan Armstrong reveals how Ramp's founders turned expense management software into one of the fastest-growing startups ever by preaching fiscal responsibility instead of wasteful spending. Through calculated decisions like rejecting millions in quick profits and aligning compensation with efficiency, they've created a true believers' movement in corporate finance.","It is hard to make $7.6 billion divine, but Eric Glyman is working on it.",the-religion-of-ramp
92,How to Build a Truly Useful AI Product,Chris Pedregal,https://every.to/thesis/how-to-build-a-truly-useful-ai-product,"The rapid evolution of AI technology demands a new startup playbook. Through his experience building Granola, Chris Pedregal reveals four essential principles for AI product development: avoid solving temporary problems, leverage high-cost models early, prioritize contextual understanding, and focus on narrow, specific use cases. With AI models improving faster than applications can be built, success requires surfing the wave of progress rather than getting tumbled by it.","If building a startup is like playing a tough video game, building a startup in generative AI is like playing that video game at 2x speed.",how-to-build-a-truly-useful-ai-product
93,"Launch When It's Good, Not When It's Perfect",Matt Tomporowski,https://matttomporowski.substack.com/p/launch-when-its-good-not-when-its,"A candid exploration of the publishing process reveals how perfectionism can hinder creative progress. Matt Tomporowski shares insights from launching his second book, explaining why waiting for perfection often conflicts with real-world success. Drawing parallels between a toddler's first steps and creative endeavors, he demonstrates how embracing imperfection and launching when work is 'good enough' leads to growth and improvement.",A book is NEVER ready to launch.,launch-when-its-good-not-when-its-perfect
94,"15 Times to use AI, and 5 Not to",Ethan Mollick,https://www.oneusefulthing.org/p/15-times-to-use-ai-and-5-not-to,"A practical guide to AI's strategic use reveals fifteen scenarios where artificial intelligence shines and five where it falters. Ethan Mollick draws from both scientific research and hands-on experience to show how AI excels at tasks requiring quantity, translation between perspectives, and expert-verified work. But he warns against using it for learning new concepts, high-accuracy requirements, or situations where the struggle itself holds value.","AI is often most useful where we're already expert enough to spot its mistakes, yet least helpful in the deep work that made us experts in the first place.",15-times-to-use-ai-and-5-not-to
95,No time? No problem. Overcoming the productivity illusion,Benjamin Antoine,https://2hourcreatorstack.substack.com/p/no-time-no-problem-overcoming-the,"A transformative look at how the common excuse 'I don't have time' masks deeper issues with energy management and creative fulfillment. Benjamin Antoine shares his personal burnout experience, revealing how focusing on energy levels rather than strict schedules leads to more sustainable creativity. His insight shows that authentic creation flows not from rigid productivity systems, but from genuine excitement and well-managed energy.",The problem isn't time—it's how we manage our energy.,no-time-no-problem-overcoming-the-productivity-illusion
96,Inside the CEO shooter standom,Taylor Lorenz,https://www.usermag.co/p/inside-the-ceo-shooter-standom,"A shocking Manhattan killing has morphed into an unexpected cultural phenomenon, as young people celebrate an unidentified gunman who shot a health insurance executive. Taylor Lorenz reveals how Gen Z has transformed the shooter into a symbol of resistance against healthcare inequity, creating memes, tattoos, and fancams while traditional media struggles to comprehend the public's response.",The majority of our news media is bought by billionaires.,inside-the-ceo-shooter-standom
97,Insurance companies aren't the main villain of the U.S. health system,Noah Smith,https://www.noahpinion.blog/p/insurance-companies-arent-the-main,"A deep dive into the real cost drivers of American healthcare reveals a surprising truth: insurance companies aren't the primary culprits. Noah Smith demonstrates how providers, not insurers, are responsible for sky-high medical costs. While insurance companies like UnitedHealth Group operate on slim profit margins of 2-6%, healthcare providers charge substantially more than their international counterparts.",The insurance companies are simply hired to play the bad guy — and they're paid a relatively modest fee for that service.,insurance-companies-arent-the-main-villain-of-the-us-health-system
98,"3 Offers That Can Make You $5,000 (Even With a Small Audience)",Matt Giaro ⚙️,https://mattgiaro.substack.com/p/3-offers-that-can-make-you-5000-even,"A counterintuitive guide to making money online without a massive following. Matt Giaro challenges the notion that creators need thousands of subscribers to earn well, drawing from his decade of experience making a full-time income with modest email lists of 2,000-8,000 subscribers. He reveals three proven strategies: premium done-for-you services, high-ticket coaching, and mini-courses bundled with group support.",You don't need a BIG audience to make money. You just need the RIGHT people on your list.,3-offers-that-can-make-you-5000-even-with-a-small-audience
99,"The ""It Girl"" Economy",Viktoriia Vasileva,https://www.viksbusycorner.com/p/the-it-girl-economy,"The business of being an internet ""it girl"" has evolved from fleeting cultural cachet to serious financial power. Viktoriia Vasileva examines how figures like Gabbriette Bechtel and Devon Lee Carlson have transformed from social media personalities into lucrative business entities, partnering with luxury brands and building personal empires. This shift marks a dramatic change from when downtown celebrities could only count on cool stories and press mentions.","Culture has shifted. We're all broadcasting all the time, famous in tiny circles of friends and followers.",the-it-girl-economy
100,How I built a $30k Writing Business In 12 months,Derek Hughes,https://derekhughes.substack.com/p/how-i-built-a-30k-writing-business,"A practical roadmap for transforming writing into a profitable online business unfolds through five key steps. Derek Hughes reveals how he went from zero to earning thousands through coaching and digital products. His journey emphasizes the importance of emotional resilience, consistent content creation, and the patience to work without immediate rewards - a strategy that helped him build a 16,000-follower audience.","You're going to spend 12 months working for free, for potentially massive rewards in the future, but with no guarantees.",how-i-built-a-30k-writing-business-in-12-months
101,Found a Saturated Niche? Don't Run. Dive in!,Alberto Cabas Vidani,https://theunstoppablecreator.substack.com/p/saturated-niche-creators-opportunity,"A panic-inducing moment when a major YouTuber entered his Notion tutorial space leads Alberto Cabas Vidani to share valuable insights about embracing crowded niches. Drawing parallels to the enduring success of medical TV dramas, he explains how saturated markets signal strong demand and provide ready-made audience validation. His experience running an Italian YouTube channel reveals how studying competitors' successful content can unlock unexpected opportunities.","If no one is talking about it, no one cares.",found-a-saturated-niche-dont-run-dive-in
102,20 Questions for 2025,Rahim Hirji,https://boxofamazing.substack.com/p/20-questions-for-2025,"A thought-provoking guide to meaningful goal setting emerges as we approach 2025. Rahim Hirji shares a framework that moves beyond typical New Year's resolutions, advocating for SMART objectives across relationships, health, career, and personal growth. Through his family's annual tradition of collaborative goal-setting, he demonstrates how structured reflection can drive meaningful progress in an increasingly AI-driven world.","If today were the last day of my life, would I do what I'm about to do today.",20-questions-for-2025
103,iT's aLL aN iLLuSiOn 🪄😵‍💫,Kyle Raymond Fitzpatrick,https://1234kyle5678.substack.com/p/its-all-an-illusion,"A piercing exploration of our digital culture's hollow rituals and meaningless metrics. Kyle Raymond Fitzpatrick examines how Spotify Wrapped and similar year-end data dumps have devolved into performative exercises, while contrasting these trivialities with serious events like the UnitedHealthcare CEO shooting. The essay culminates in a fascinating reframing of America's holiday hierarchy, suggesting Thanksgiving may have quietly surpassed Christmas in cultural significance.",Wrapped 2024 felt hollow because it was a manifesting of demure bratty brain rot enshittification mindset: our overindulgence has turned to overstimulation as there are too many wrapped concepts.,its-all-an-illusion
104,The 'Work Less' January Experiment,Landon Poburan,https://landonpoburan.substack.com/p/the-work-less-january-experiment,"A bold challenge to traditional work norms emerges from one entrepreneur's battle with burnout. Landon Poburan proposes cutting workdays by 20-25%, limiting focused work to six hours between 7 AM and 1 PM. Based on Stanford research and personal experience, this experiment aims to boost creativity, improve productivity, and foster better work-life balance through structured rest and intentional downtime.",It's about building a business that supports the life I desire to live instead of living a life that supports my business.,the-work-less-january-experiment
